n,quick,bubble,insertion,merge
50,0.0,0.0,0.0,0.001
50,0.0,0.0,0.0,0.0
50,0.0,0.0,0.0,0.0
50,0.0,0.0,0.001,0.0
50,0.0,0.0,0.0,0.001
50,0.0,0.0,0.0,0.0
50,0.0,0.0,0.001,0.0
50,0.0,0.0,0.0,0.0
50,0.0,0.0,0.0,0.0
50,0.0,0.0,0.0,0.001
50,0.0,0.0,0.0,0.0
50,0.0,0.0,0.0,0.0
50,0.0,0.0,0.0,0.001
50,0.0,0.0,0.0,0.0
50,0.0,0.0,0.0,0.001
50,0.0,0.0,0.0,0.0
50,0.0,0.0,0.0,0.0
50,0.001,0.0,0.0,0.0
50,0.0,0.0,0.0,0.001
50,0.0,0.0,0.0,0.0
50,0.0,0.0,0.0,0.0
50,0.0,0.0,0.0,0.001
50,0.0,0.0,0.0,0.001
50,0.0,0.0,0.0,0.0
50,0.0,0.0,0.0,0.0
50,0.0,0.0,0.0,0.0
50,0.0,0.0,0.0,0.001
50,0.0,0.0,0.0,0.001
50,0.0,0.0,0.0,0.0
50,0.0,0.0,0.0,0.001
50,0.0,0.0,0.0,0.001
50,0.0,0.0,0.0,0.0
50,0.0,0.0,0.0,0.001
50,0.0,0.0,0.0,0.001
50,0.0,0.0,0.0,0.0
50,0.0,0.0,0.0,0.0
50,0.0,0.0,0.0,0.001
50,0.0,0.0,0.0,0.0
50,0.0,0.0,0.0,0.0
50,0.0,0.0,0.0,0.001
50,0.0,0.0,0.0,0.001
50,0.0,0.0,0.0,0.0
50,0.0,0.0,0.0,0.0
50,0.001,0.0,0.0,0.0
50,0.0,0.0,0.0,0.001
50,0.0,0.0,0.0,0.0
50,0.0,0.0,0.0,0.0
50,0.0,0.001,0.0,0.0
50,0.0,0.0,0.0,0.001
50,0.0,0.0,0.0,0.0
50,0.0,0.0,0.0,0.0
50,0.001,0.0,0.0,0.0
50,0.0,0.0,0.0,0.001
50,0.0,0.0,0.0,0.0
50,0.0,0.0,0.0,0.0
50,0.001,0.0,0.0,0.0
50,0.0,0.0,0.0,0.001
50,0.0,0.0,0.0,0.001
50,0.0,0.0,0.0,0.0
50,0.0,0.0,0.0,0.0
50,0.0,0.0,0.0,0.001
50,0.0,0.0,0.0,0.001
50,0.0,0.0,0.0,0.0
50,0.0,0.0,0.0,0.0
50,0.0,0.0,0.0,0.001
50,0.0,0.0,0.0,0.001
50,0.0,0.0,0.0,0.0
50,0.0,0.0,0.0,0.0
50,0.0,0.0,0.0,0.001
50,0.0,0.0,0.0,0.001
50,0.0,0.0,0.0,0.001
50,0.0,0.0,0.0,0.0
50,0.0,0.0,0.0,0.0
50,0.0,0.0,0.0,0.001
50,0.0,0.0,0.0,0.001
50,0.0,0.0,0.0,0.001
50,0.0,0.0,0.0,0.0
50,0.0,0.0,0.0,0.0
50,0.001,0.0,0.0,0.0
50,0.0,0.0,0.0,0.001
50,0.0,0.0,0.0,0.001
50,0.0,0.0,0.0,0.0
50,0.0,0.0,0.0,0.0
50,0.0,0.0,0.0,0.0
50,0.0,0.0,0.0,0.001
50,0.0,0.0,0.0,0.001
50,0.0,0.0,0.0,0.001
50,0.0,0.0,0.0,0.0
100,0.0,0.0,0.0,0.001
100,0.001,0.0,0.0,0.001
100,0.0,0.0,0.0,0.001
100,0.0,0.0,0.0,0.001
100,0.0,0.0,0.0,0.001
100,0.0,0.0,0.0,0.001
100,0.001,0.0,0.0,0.001
100,0.0,0.0,0.0,0.001
100,0.0,0.0,0.0,0.001
100,0.0,0.0,0.0,0.001
100,0.0,0.0,0.0,0.001
100,0.001,0.0,0.0,0.001
100,0.0,0.0,0.0,0.001
100,0.0,0.0,0.0,0.001
100,0.0,0.0,0.0,0.002
100,0.0,0.0,0.0,0.001
100,0.001,0.0,0.0,0.001
100,0.0,0.0,0.0,0.001
100,0.0,0.0,0.0,0.001
100,0.0,0.0,0.0,0.001
100,0.001,0.0,0.0,0.001
100,0.0,0.0,0.0,0.001
100,0.0,0.0,0.0,0.001
100,0.0,0.0,0.0,0.001
100,0.0,0.0,0.0,0.001
100,0.0,0.0,0.0,0.001
100,0.0,0.0,0.0,0.001
100,0.0,0.0,0.0,0.001
100,0.0,0.0,0.0,0.001
100,0.0,0.0,0.0,0.001
100,0.0,0.0,0.0,0.001
100,0.0,0.0,0.0,0.002
100,0.0,0.0,0.0,0.001
100,0.0,0.0,0.0,0.001
100,0.0,0.0,0.0,0.001
100,0.0,0.0,0.0,0.001
100,0.001,0.0,0.0,0.001
100,0.0,0.0,0.0,0.001
100,0.0,0.0,0.0,0.001
100,0.0,0.0,0.0,0.001
100,0.0,0.0,0.0,0.001
100,0.0,0.0,0.0,0.001
100,0.0,0.0,0.0,0.0
100,0.0,0.0,0.0,0.0
100,0.0,0.0,0.0,0.0
100,0.0,0.0,0.0,0.001
100,0.0,0.0,0.0,0.001
100,0.0,0.0,0.0,0.001
100,0.0,0.0,0.0,0.0
100,0.0,0.0,0.0,0.0
100,0.0,0.0,0.0,0.0
100,0.0,0.0,0.0,0.0
100,0.0,0.0,0.0,0.001
100,0.0,0.0,0.0,0.001
100,0.0,0.0,0.0,0.001
100,0.0,0.0,0.0,0.0
100,0.0,0.0,0.0,0.0
100,0.0,0.0,0.0,0.0
100,0.0,0.0,0.0,0.0
100,0.0,0.0,0.0,0.001
100,0.0,0.0,0.0,0.001
100,0.0,0.0,0.0,0.001
100,0.0,0.0,0.0,0.0
100,0.0,0.0,0.0,0.0
100,0.0,0.0,0.0,0.0
100,0.0,0.0,0.0,0.001
100,0.0,0.0,0.0,0.001
100,0.0,0.0,0.0,0.001
100,0.0,0.0,0.0,0.0
100,0.0,0.0,0.0,0.0
100,0.0,0.0,0.0,0.0
100,0.0,0.0,0.0,0.0
100,0.0,0.0,0.0,0.001
100,0.0,0.0,0.0,0.001
100,0.0,0.0,0.0,0.0
100,0.0,0.001,0.0,0.0
100,0.0,0.0,0.0,0.0
100,0.0,0.0,0.0,0.0
100,0.0,0.0,0.0,0.001
100,0.0,0.0,0.0,0.0
100,0.0,0.0,0.0,0.0
100,0.0,0.0,0.0,0.001
100,0.0,0.0,0.0,0.0
100,0.0,0.0,0.0,0.001
100,0.0,0.0,0.0,0.0
100,0.0,0.0,0.0,0.0
100,0.0,0.0,0.0,0.001
100,0.0,0.0,0.0,0.0
100,0.0,0.0,0.0,0.001
100,0.0,0.0,0.0,0.0
100,0.0,0.0,0.0,0.0
100,0.0,0.0,0.0,0.001
100,0.0,0.0,0.0,0.0
100,0.0,0.0,0.0,0.0
100,0.0,0.0,0.0,0.001
100,0.0,0.0,0.0,0.0
100,0.0,0.0,0.0,0.001
100,0.0,0.0,0.0,0.0
100,0.0,0.0,0.0,0.0
100,0.0,0.0,0.0,0.001
500,0.0,0.001,0.0,0.002
500,0.0,0.0,0.0,0.002
500,0.0,0.001,0.0,0.002
500,0.0,0.001,0.0,0.002
500,0.0,0.0,0.0,0.002
500,0.0,0.001,0.0,0.002
500,0.0,0.001,0.0,0.002
500,0.0,0.0,0.0,0.002
500,0.0,0.001,0.0,0.002
500,0.0,0.001,0.0,0.002
500,0.0,0.0,0.0,0.002
500,0.0,0.0,0.0,0.003
500,0.0,0.001,0.0,0.002
500,0.001,0.0,0.0,0.002
500,0.0,0.0,0.0,0.003
500,0.0,0.001,0.0,0.002
500,0.0,0.001,0.0,0.002
500,0.0,0.0,0.0,0.002
500,0.0,0.0,0.0,0.002
500,0.0,0.001,0.0,0.002
500,0.0,0.001,0.0,0.002
500,0.0,0.0,0.0,0.002
500,0.0,0.0,0.0,0.002
500,0.0,0.001,0.0,0.002
500,0.0,0.001,0.0,0.002
500,0.0,0.0,0.0,0.002
500,0.0,0.001,0.0,0.0
500,0.0,0.0,0.001,0.0
500,0.0,0.001,0.0,0.0
500,0.0,0.0,0.0,0.001
500,0.0,0.001,0.0,0.0
500,0.0,0.001,0.0,0.0
500,0.0,0.0,0.0,0.001
500,0.0,0.0,0.001,0.0
500,0.0,0.001,0.0,0.0
500,0.0,0.001,0.0,0.0
500,0.0,0.001,0.0,0.0
500,0.0,0.0,0.0,0.0
500,0.0,0.0,0.0,0.001
500,0.0,0.0,0.0,0.001
500,0.0,0.0,0.001,0.0
500,0.0,0.001,0.0,0.0
500,0.0,0.001,0.0,0.0
500,0.0,0.001,0.0,0.0
500,0.001,0.0,0.0,0.0
500,0.0,0.0,0.0,0.001
500,0.0,0.001,0.0,0.0
500,0.0,0.001,0.0,0.0
500,0.0,0.001,0.0,0.0
500,0.0,0.0,0.0,0.0
500,0.0,0.0,0.0,0.001
500,0.0,0.0,0.0,0.001
500,0.0,0.0,0.001,0.0
500,0.0,0.001,0.0,0.0
500,0.0,0.001,0.0,0.0
500,0.0,0.001,0.0,0.0
500,0.001,0.0,0.0,0.0
500,0.0,0.0,0.0,0.0
500,0.0,0.0,0.0,0.001
500,0.0,0.0,0.0,0.001
500,0.0,0.001,0.0,0.0
500,0.0,0.001,0.0,0.0
500,0.0,0.001,0.0,0.0
500,0.0,0.001,0.0,0.0
500,0.0,0.0,0.0,0.0
500,0.0,0.0,0.0,0.001
500,0.0,0.0,0.0,0.001
500,0.0,0.0,0.001,0.0
500,0.0,0.001,0.0,0.0
500,0.0,0.001,0.0,0.0
500,0.0,0.001,0.0,0.0
500,0.0,0.0,0.0,0.0
500,0.0,0.0,0.0,0.001
500,0.0,0.0,0.0,0.001
500,0.0,0.0,0.0,0.001
500,0.0,0.001,0.0,0.0
500,0.0,0.0,0.0,0.0
500,0.0,0.0,0.0,0.001
500,0.0,0.0,0.0,0.001
500,0.0,0.001,0.0,0.0
500,0.0,0.001,0.0,0.0
500,0.0,0.001,0.0,0.0
500,0.0,0.001,0.0,0.0
500,0.0,0.0,0.0,0.0
500,0.0,0.0,0.0,0.001
500,0.0,0.0,0.0,0.001
500,0.0,0.0,0.0,0.001
500,0.0,0.001,0.0,0.0
500,0.0,0.001,0.0,0.0
500,0.0,0.001,0.0,0.0
500,0.0,0.001,0.0,0.0
500,0.0,0.0,0.0,0.0
500,0.0,0.0,0.0,0.001
500,0.0,0.0,0.0,0.001
500,0.0,0.0,0.0,0.0
500,0.0,0.001,0.0,0.0
500,0.0,0.001,0.0,0.0
500,0.0,0.001,0.0,0.0
500,0.001,0.0,0.0,0.0
500,0.0,0.0,0.0,0.0
1000,0.0,0.002,0.0,0.001
1000,0.001,0.001,0.001,0.0
1000,0.0,0.002,0.0,0.001
1000,0.0,0.002,0.0,0.001
1000,0.0,0.002,0.0,0.001
1000,0.0,0.002,0.0,0.0
1000,0.0,0.002,0.0,0.001
1000,0.0,0.002,0.001,0.0
1000,0.0,0.002,0.0,0.001
1000,0.0,0.002,0.0,0.001
1000,0.0,0.002,0.0,0.001
1000,0.0,0.002,0.0,0.001
1000,0.0,0.002,0.0,0.0
1000,0.0,0.002,0.0,0.001
1000,0.0,0.002,0.001,0.0
1000,0.0,0.002,0.0,0.001
1000,0.0,0.002,0.0,0.001
1000,0.0,0.002,0.0,0.001
1000,0.0,0.002,0.0,0.001
1000,0.0,0.002,0.0,0.001
1000,0.0,0.002,0.001,0.0
1000,0.0,0.002,0.0,0.001
1000,0.0,0.002,0.0,0.001
1000,0.0,0.002,0.0,0.001
1000,0.0,0.002,0.0,0.001
1000,0.0,0.002,0.0,0.0
1000,0.0,0.002,0.0,0.001
1000,0.001,0.001,0.001,0.0
1000,0.0,0.002,0.0,0.001
1000,0.0,0.002,0.0,0.001
1000,0.0,0.002,0.0,0.0
1000,0.0,0.002,0.0,0.001
1000,0.0,0.002,0.0,0.002
1000,0.0,0.002,0.0,0.001
1000,0.0,0.002,0.0,0.001
1000,0.0,0.002,0.0,0.001
1000,0.0,0.002,0.0,0.001
1000,0.0,0.002,0.0,0.001
1000,0.0,0.002,0.0,0.001
1000,0.001,0.001,0.001,0.0
1000,0.0,0.002,0.0,0.001
1000,0.0,0.002,0.0,0.001
1000,0.0,0.002,0.0,0.001
1000,0.0,0.002,0.0,0.001
1000,0.001,0.001,0.001,0.0
1000,0.0,0.002,0.0,0.001
1000,0.0,0.002,0.0,0.001
1000,0.0,0.002,0.0,0.001
1000,0.0,0.002,0.0,0.001
1000,0.0,0.002,0.0,0.001
1000,0.0,0.002,0.0,0.001
1000,0.0,0.002,0.0,0.0
1000,0.0,0.002,0.0,0.001
1000,0.0,0.002,0.0,0.001
1000,0.0,0.002,0.0,0.001
1000,0.0,0.002,0.0,0.001
1000,0.0,0.002,0.0,0.0
1000,0.0,0.002,0.0,0.001
1000,0.0,0.002,0.001,0.0
1000,0.0,0.002,0.0,0.001
1000,0.0,0.002,0.001,0.0
1000,0.0,0.002,0.0,0.001
1000,0.0,0.002,0.0,0.001
1000,0.0,0.002,0.0,0.001
1000,0.0,0.002,0.0,0.001
1000,0.0,0.002,0.001,0.0
1000,0.0,0.002,0.0,0.001
1000,0.0,0.002,0.0,0.001
1000,0.0,0.002,0.0,0.001
1000,0.0,0.002,0.0,0.001
1000,0.001,0.001,0.001,0.0
1000,0.0,0.002,0.0,0.001
1000,0.0,0.002,0.0,0.001
1000,0.0,0.002,0.0,0.001
1000,0.0,0.002,0.001,0.0
1000,0.0,0.002,0.0,0.001
1000,0.0,0.002,0.0,0.001
1000,0.0,0.002,0.0,0.001
1000,0.0,0.002,0.0,0.001
1000,0.001,0.001,0.001,0.0
1000,0.0,0.002,0.0,0.001
1000,0.0,0.002,0.0,0.001
1000,0.0,0.002,0.0,0.001
1000,0.0,0.002,0.0,0.001
1000,0.001,0.001,0.001,0.0
1000,0.0,0.002,0.0,0.001
1000,0.0,0.002,0.0,0.001
1000,0.0,0.002,0.0,0.001
1000,0.0,0.002,0.001,0.0
1000,0.0,0.002,0.0,0.001
1000,0.0,0.002,0.0,0.001
1000,0.0,0.002,0.0,0.001
1000,0.0,0.002,0.0,0.001
1000,0.0,0.002,0.0,0.001
1000,0.0,0.002,0.0,0.001
1000,0.0,0.002,0.0,0.001
1000,0.0,0.002,0.0,0.001
1000,0.0,0.002,0.0,0.001
1000,0.0,0.002,0.001,0.0
1000,0.0,0.002,0.0,0.001
5000,0.0,0.049,0.003,0.01
5000,0.0,0.049,0.003,0.009
5000,0.0,0.049,0.003,0.009
5000,0.001,0.049,0.003,0.009
5000,0.001,0.048,0.004,0.009
5000,0.001,0.049,0.003,0.01
5000,0.0,0.049,0.003,0.009
5000,0.0,0.049,0.003,0.01
5000,0.0,0.049,0.003,0.009
5000,0.001,0.049,0.003,0.009
5000,0.001,0.049,0.003,0.009
5000,0.0,0.048,0.004,0.009
5000,0.001,0.049,0.003,0.009
5000,0.001,0.049,0.003,0.009
5000,0.001,0.049,0.003,0.009
5000,0.001,0.049,0.004,0.009
5000,0.0,0.049,0.004,0.009
5000,0.0,0.049,0.004,0.009
5000,0.001,0.048,0.004,0.009
5000,0.001,0.048,0.004,0.009
5000,0.001,0.049,0.003,0.009
5000,0.001,0.048,0.004,0.009
5000,0.001,0.048,0.004,0.009
5000,0.001,0.048,0.004,0.009
5000,0.0,0.049,0.004,0.009
5000,0.001,0.048,0.004,0.009
5000,0.0,0.05,0.003,0.009
5000,0.001,0.048,0.004,0.009
5000,0.0,0.049,0.004,0.009
5000,0.0,0.049,0.004,0.009
5000,0.0,0.049,0.004,0.009
5000,0.0,0.049,0.004,0.009
5000,0.0,0.049,0.004,0.009
5000,0.0,0.049,0.004,0.009
5000,0.0,0.049,0.004,0.009
5000,0.001,0.049,0.004,0.009
5000,0.0,0.049,0.004,0.009
5000,0.0,0.049,0.004,0.009
5000,0.0,0.049,0.004,0.009
5000,0.001,0.049,0.004,0.009
5000,0.0,0.049,0.004,0.009
5000,0.0,0.049,0.004,0.009
5000,0.0,0.049,0.004,0.009
5000,0.0,0.049,0.003,0.009
5000,0.0,0.049,0.004,0.009
5000,0.0,0.049,0.004,0.009
5000,0.0,0.049,0.004,0.008
5000,0.0,0.049,0.003,0.009
5000,0.0,0.049,0.004,0.009
5000,0.0,0.049,0.004,0.009
5000,0.0,0.05,0.003,0.009
5000,0.001,0.049,0.004,0.008
5000,0.001,0.049,0.003,0.01
5000,0.0,0.049,0.003,0.01
5000,0.001,0.048,0.004,0.008
5000,0.001,0.049,0.004,0.009
5000,0.0,0.049,0.004,0.009
5000,0.001,0.049,0.003,0.01
5000,0.001,0.048,0.004,0.008
5000,0.001,0.049,0.003,0.01
5000,0.0,0.049,0.004,0.009
5000,0.0,0.049,0.003,0.01
5000,0.0,0.049,0.004,0.009
5000,0.001,0.049,0.003,0.009
5000,0.001,0.048,0.004,0.009
5000,0.001,0.048,0.004,0.009
5000,0.0,0.049,0.004,0.01
5000,0.0,0.049,0.004,0.009
5000,0.001,0.049,0.003,0.009
5000,0.001,0.048,0.004,0.01
5000,0.0,0.049,0.004,0.009
5000,0.0,0.049,0.004,0.009
5000,0.001,0.048,0.003,0.01
5000,0.001,0.049,0.003,0.01
5000,0.001,0.049,0.003,0.01
5000,0.0,0.049,0.004,0.009
5000,0.0,0.049,0.004,0.009
5000,0.0,0.049,0.003,0.009
5000,0.0,0.049,0.003,0.01
5000,0.0,0.049,0.004,0.009
5000,0.0,0.049,0.004,0.009
5000,0.001,0.049,0.003,0.009
5000,0.0,0.048,0.004,0.009
5000,0.0,0.049,0.004,0.009
5000,0.001,0.049,0.003,0.012
5000,0.0,0.049,0.004,0.009
5000,0.0,0.049,0.004,0.008
5000,0.0,0.049,0.003,0.009
5000,0.001,0.048,0.004,0.009
5000,0.001,0.048,0.004,0.009
5000,0.001,0.048,0.004,0.009
5000,0.0,0.05,0.003,0.009
5000,0.001,0.049,0.003,0.009
5000,0.001,0.049,0.003,0.01
5000,0.0,0.049,0.004,0.009
5000,0.0,0.049,0.004,0.009
5000,0.0,0.049,0.004,0.008
5000,0.0,0.049,0.004,0.009
5000,0.001,0.049,0.003,0.009
5000,0.001,0.048,0.004,0.009
10000,0.001,0.194,0.014,0.032
10000,0.001,0.195,0.014,0.031
10000,0.001,0.194,0.015,0.031
10000,0.001,0.196,0.015,0.033
10000,0.001,0.193,0.015,0.032
10000,0.001,0.194,0.014,0.031
10000,0.001,0.194,0.015,0.032
10000,0.001,0.194,0.015,0.031
10000,0.0,0.195,0.014,0.032
10000,0.001,0.195,0.014,0.032
10000,0.001,0.194,0.014,0.032
10000,0.001,0.195,0.014,0.031
10000,0.001,0.195,0.015,0.03
10000,0.0,0.196,0.014,0.031
10000,0.001,0.194,0.015,0.03
10000,0.001,0.194,0.015,0.031
10000,0.001,0.195,0.014,0.031
10000,0.001,0.194,0.015,0.03
10000,0.0,0.196,0.015,0.032
10000,0.001,0.194,0.014,0.032
10000,0.001,0.194,0.015,0.031
10000,0.001,0.194,0.015,0.031
10000,0.001,0.195,0.014,0.031
10000,0.001,0.193,0.015,0.031
10000,0.001,0.195,0.014,0.031
10000,0.001,0.194,0.015,0.031
10000,0.001,0.196,0.015,0.031
10000,0.001,0.195,0.015,0.031
10000,0.001,0.195,0.014,0.03
10000,0.001,0.194,0.014,0.032
10000,0.001,0.193,0.015,0.032
10000,0.001,0.194,0.014,0.031
10000,0.0,0.195,0.015,0.03
10000,0.0,0.195,0.014,0.032
10000,0.001,0.194,0.015,0.031
10000,0.0,0.193,0.015,0.031
10000,0.001,0.195,0.015,0.031
10000,0.001,0.195,0.014,0.031
10000,0.001,0.194,0.015,0.031
10000,0.001,0.194,0.014,0.031
10000,0.001,0.195,0.014,0.031
10000,0.001,0.195,0.015,0.031
10000,0.001,0.195,0.015,0.031
10000,0.001,0.194,0.015,0.03
10000,0.001,0.194,0.015,0.031
10000,0.001,0.195,0.014,0.032
10000,0.001,0.195,0.014,0.031
10000,0.001,0.194,0.015,0.031
10000,0.001,0.194,0.014,0.031
10000,0.001,0.193,0.015,0.03
10000,0.001,0.193,0.015,0.03
10000,0.001,0.194,0.015,0.03
10000,0.001,0.195,0.014,0.032
10000,0.001,0.194,0.015,0.031
10000,0.001,0.194,0.015,0.03
10000,0.0,0.194,0.014,0.032
10000,0.001,0.195,0.015,0.031
10000,0.001,0.195,0.014,0.032
10000,0.001,0.193,0.014,0.031
10000,0.001,0.195,0.014,0.032
10000,0.0,0.196,0.015,0.031
10000,0.001,0.194,0.015,0.031
10000,0.001,0.195,0.015,0.031
10000,0.0,0.196,0.014,0.033
10000,0.001,0.194,0.015,0.031
10000,0.0,0.195,0.015,0.031
10000,0.001,0.195,0.015,0.032
10000,0.001,0.194,0.015,0.031
10000,0.001,0.194,0.014,0.032
10000,0.001,0.194,0.015,0.031
10000,0.001,0.194,0.015,0.03
10000,0.001,0.195,0.014,0.031
10000,0.001,0.195,0.015,0.03
10000,0.001,0.195,0.014,0.032
10000,0.001,0.195,0.014,0.031
10000,0.001,0.194,0.015,0.031
10000,0.001,0.194,0.015,0.031
10000,0.0,0.195,0.015,0.03
10000,0.0,0.195,0.014,0.035
10000,0.001,0.194,0.014,0.031
10000,0.001,0.194,0.014,0.031
10000,0.0,0.195,0.014,0.032
10000,0.001,0.195,0.015,0.03
10000,0.001,0.194,0.015,0.031
10000,0.001,0.194,0.015,0.03
10000,0.0,0.196,0.014,0.031
10000,0.001,0.194,0.014,0.031
10000,0.001,0.194,0.014,0.031
10000,0.0,0.195,0.014,0.032
10000,0.001,0.195,0.015,0.031
10000,0.0,0.194,0.015,0.03
10000,0.001,0.194,0.015,0.031
10000,0.001,0.194,0.014,0.031
10000,0.001,0.195,0.014,0.031
10000,0.0,0.194,0.015,0.03
10000,0.001,0.194,0.014,0.032
10000,0.001,0.195,0.014,0.031
10000,0.001,0.196,0.015,0.03
10000,0.001,0.194,0.015,0.031
10000,0.001,0.194,0.014,0.031
50000,0.005,4.839,0.371,0.73
50000,0.004,4.831,0.372,0.724
50000,0.004,4.849,0.372,0.719
50000,0.004,4.85,0.372,0.726
50000,0.005,4.848,0.37,0.721
50000,0.004,4.841,0.371,0.725
50000,0.004,4.85,0.368,0.719
50000,0.004,4.844,0.372,0.723
50000,0.005,4.839,0.37,0.721
50000,0.004,4.849,0.37,0.731
50000,0.005,4.844,0.372,0.728
50000,0.004,4.849,0.37,0.725
50000,0.004,4.842,0.369,0.724
50000,0.005,4.838,0.371,0.724
50000,0.004,4.846,0.371,0.721
50000,0.005,4.838,0.37,0.735
50000,0.005,4.84,0.369,0.714
50000,0.005,4.842,0.373,0.719
50000,0.005,4.84,0.372,0.722
50000,0.005,4.853,0.369,0.727
50000,0.004,4.838,0.37,0.723
50000,0.005,4.845,0.371,0.736
50000,0.005,4.842,0.375,0.723
50000,0.005,4.842,0.372,0.721
50000,0.005,4.842,0.371,0.724
50000,0.005,4.84,0.372,0.723
50000,0.004,4.846,0.37,0.721
50000,0.005,4.844,0.371,0.718
50000,0.004,4.841,0.371,0.718
50000,0.005,4.847,0.373,0.723
50000,0.005,4.839,0.372,0.733
50000,0.004,4.845,0.37,0.721
50000,0.004,4.832,0.37,0.715
50000,0.005,4.836,0.372,0.728
50000,0.004,4.854,0.372,0.714
50000,0.004,4.834,0.372,0.72
50000,0.005,4.849,0.372,0.717
50000,0.005,4.842,0.371,0.729
50000,0.005,4.841,0.371,0.723
50000,0.005,4.849,0.373,0.719
50000,0.005,4.842,0.371,0.723
50000,0.005,4.849,0.37,0.723
50000,0.005,4.839,0.371,0.725
50000,0.005,4.837,0.371,0.723
50000,0.005,4.833,0.372,0.733
50000,0.005,4.848,0.37,0.724
50000,0.005,4.84,0.371,0.72
50000,0.005,4.841,0.37,0.721
50000,0.004,4.832,0.371,0.717
50000,0.004,4.848,0.371,0.731
50000,0.005,4.844,0.372,0.727
50000,0.005,4.856,0.371,0.732
50000,0.005,4.855,0.371,0.717
50000,0.004,4.839,0.372,0.721
50000,0.005,4.848,0.371,0.721
50000,0.005,4.844,0.372,0.721
