n,quick,bubble,insertion,merge
50000,0.004,4.846,0.371,0.723
50000,0.004,4.839,0.371,0.718
50000,0.005,4.84,0.371,0.736
50000,0.005,4.839,0.371,0.723
50000,0.004,4.839,0.371,0.726
50000,0.005,4.849,0.37,0.72
50000,0.005,4.843,0.372,0.721
50000,0.005,4.847,0.371,0.716
50000,0.005,4.837,0.372,0.716
50000,0.004,4.837,0.368,0.733
50000,0.005,4.837,0.371,0.725
50000,0.004,4.84,0.372,0.723
50000,0.004,4.849,0.371,0.722
50000,0.005,4.835,0.371,0.726
50000,0.004,4.837,0.37,0.722
50000,0.004,4.846,0.373,0.736
50000,0.004,4.835,0.372,0.726
50000,0.005,4.853,0.372,0.721
50000,0.004,4.851,0.369,0.721
50000,0.004,4.839,0.372,0.721
50000,0.005,4.838,0.37,0.72
50000,0.005,4.835,0.37,0.728
50000,0.005,4.837,0.37,0.719
50000,0.005,4.847,0.371,0.722
50000,0.005,4.84,0.371,0.719
50000,0.005,4.839,0.371,0.721
50000,0.004,4.844,0.373,0.723
50000,0.004,4.842,0.37,0.744
50000,0.005,4.835,0.369,0.726
50000,0.004,4.844,0.37,0.721
50000,0.004,4.841,0.372,0.723
50000,0.005,4.853,0.371,0.718
50000,0.005,4.848,0.371,0.726
50000,0.005,4.847,0.369,0.734
50000,0.005,4.839,0.372,0.718
50000,0.005,4.844,0.372,0.72
50000,0.004,4.836,0.37,0.723
50000,0.005,4.848,0.372,0.721
50000,0.004,4.848,0.37,0.726
50000,0.004,4.846,0.37,0.72
50000,0.005,4.856,0.371,0.73
50000,0.005,4.855,0.37,0.719
50000,0.004,4.828,0.371,0.725
50000,0.004,4.848,0.373,0.724
100000,0.009,19.352,1.505,2.999
100000,0.01,19.376,1.512,3.046
100000,0.01,19.367,1.502,3.007
100000,0.01,19.356,1.508,3.034
100000,0.01,19.368,1.51,3.083
100000,0.009,19.368,1.513,3.042
100000,0.009,19.391,1.5,3.017
100000,0.009,19.351,1.505,3.016
100000,0.009,19.394,1.509,3.005
100000,0.01,19.383,1.507,2.994
100000,0.01,19.379,1.506,3.007
100000,0.01,19.388,1.512,3.015
100000,0.009,19.369,1.511,3.018
100000,0.009,19.365,1.51,3.029
100000,0.01,19.38,1.505,3.035
100000,0.01,19.374,1.507,3.015
100000,0.01,19.374,1.51,3.017
100000,0.009,19.372,1.505,3.019
100000,0.009,19.357,1.509,3.021
100000,0.01,19.365,1.509,3.01
100000,0.01,19.351,1.51,3.038
100000,0.009,19.396,1.508,3.032
100000,0.009,19.387,1.508,3.016
100000,0.009,19.366,1.507,3.06
100000,0.009,19.38,1.505,3.026
100000,0.009,19.366,1.506,3.014
100000,0.009,19.368,1.513,3.034
100000,0.01,19.397,1.507,3.024
100000,0.01,19.35,1.506,3.012
100000,0.009,19.397,1.505,3.021
100000,0.01,19.393,1.51,3.011
100000,0.01,19.342,1.504,3.007
100000,0.009,19.357,1.505,3.03
100000,0.009,19.387,1.509,3.021
100000,0.009,19.372,1.507,3.018
100000,0.009,19.397,1.51,3.039
100000,0.009,19.412,1.505,3.023
100000,0.009,19.369,1.507,2.997
100000,0.009,19.366,1.507,3.019
100000,0.01,19.351,1.507,3.021
100000,0.009,19.368,1.506,3.009
100000,0.009,19.365,1.506,3.048
100000,0.009,19.347,1.507,3.045
100000,0.009,19.331,1.507,3.012
100000,0.01,19.396,1.509,3.029
100000,0.01,19.367,1.504,3.016
100000,0.01,19.344,1.502,3.047
100000,0.009,19.391,1.502,3.032
100000,0.01,19.359,1.502,3.016
100000,0.009,19.375,1.505,3.008
100000,0.01,19.388,1.507,3.023
100000,0.01,19.363,1.507,2.994
100000,0.009,19.382,1.501,3.013
100000,0.01,19.379,1.504,3.035
100000,0.01,19.373,1.506,3.016
100000,0.009,19.388,1.507,3.019
100000,0.009,19.375,1.508,3.043
100000,0.01,19.338,1.51,3.019
100000,0.01,19.367,1.514,3.05
100000,0.01,19.354,1.504,3.053
100000,0.01,19.336,1.511,3.014
100000,0.009,19.356,1.509,3.037
100000,0.009,19.366,1.512,3.054
100000,0.01,19.377,1.507,3.016
100000,0.01,19.379,1.506,3.003
100000,0.009,19.358,1.51,3.029
100000,0.009,19.381,1.506,3.001
100000,0.009,19.349,1.511,3.007
100000,0.01,19.367,1.507,3.029
100000,0.009,19.375,1.506,3.009
100000,0.01,19.375,1.511,3.015
100000,0.009,19.365,1.5,3.028
100000,0.009,19.401,1.507,3.014
100000,0.009,19.345,1.501,3.028
100000,0.01,19.347,1.498,3.032
100000,0.01,19.383,1.505,3.012
100000,0.009,19.4,1.507,3.022
100000,0.01,19.361,1.509,3.064
100000,0.01,19.385,1.504,3.017
100000,0.009,19.376,1.506,3.029
100000,0.01,19.372,1.508,3.052
100000,0.01,19.386,1.509,3.017
100000,0.01,19.369,1.512,3.011
100000,0.009,19.37,1.508,3.038
100000,0.009,19.368,1.51,3.017
100000,0.01,19.4,1.502,2.996
100000,0.01,19.382,1.508,3.025
100000,0.01,19.404,1.505,3.028
100000,0.01,19.362,1.51,3.058
100000,0.01,19.384,1.513,3.042
100000,0.009,19.362,1.51,3.044
100000,0.009,19.356,1.51,3.034
100000,0.009,19.345,1.505,3.036
100000,0.009,19.382,1.51,3.009
100000,0.01,19.339,1.504,3.029
100000,0.009,19.378,1.501,3.039
100000,0.009,19.367,1.51,3.025
100000,0.009,19.373,1.506,3.012
100000,0.01,19.365,1.508,3.023
100000,0.009,19.398,1.505,3.029
